Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
SALI11,Misto,N/A,N/A,N/A,"0,90","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"7.499.652,04",N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,2,N/A,N/A,N/A
SAPI11,Misto,"8,65","103.854,52","0,87","0,11","1,31 %","4,07 %","8,02 %","15,81 %","1,36 %","1,34 %","1,32 %","12,29 %","0,93 %","2,25 %","33,97 %","153.354.428,60",N/A,N/A,N/A,N/A,N/A,N/A,14,"20,92",3.265,N/A,"1,00 % a.a",N/A
SARE11,Misto,"4,75","323.826,67","0,61","0,03","0,57 %","0,57 %","2,27 %","5,81 %","0,57 %","0,38 %","0,48 %","4,18 %","-1,50 %","-0,94 %","36,24 %","718.503.619,48","7,75","0,61","0,34 %","-91,79 %","-91,76 %","-91,52 %",2,"23,54",27.703,N/A,"1,25 % a.a",N/A
SCPF11,Shoppings,"2,74","746,24","0,26","0,05","1,07 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,46 %","-8,68 %","-7,70 %","-11,74 %","44.706.461,35","11,84","0,23","0,38 %","1,11 %","1,49 %","-3,03 %",1,"73,86",4.438,N/A,"4,00 % a.a",N/A
SDIL11,Imóveis Industriais e Logísticos,"96,50","1.030.917,86","1,01","0,75","0,76 %","2,49 %","5,22 %","10,27 %","0,83 %","0,87 %","0,86 %","6,12 %","2,04 %","2,82 %","10,51 %","612.048.658,06","98,33","0,98","0,83 %","-0,22 %","0,61 %","9,86 %",5,"14,97",63.292,N/A,"0,84 % a.a",N/A
SEED11,Indefinido,"98,34","200,00","1,12","0,83","0,00 %","0,00 %","3,15 %","8,08 %","0,00 %","0,53 %","0,67 %","5,89 %","0,00 %","0,00 %",N/A,"143.650.165,10",N/A,N/A,N/A,N/A,N/A,N/A,14,"31,59",130,N/A,N/A,N/A
SEQR11,Misto,"48,85","43.716,33","0,53","0,58","1,19 %","3,65 %","7,45 %","15,26 %","1,22 %","1,24 %","1,27 %","11,37 %","4,77 %","6,02 %","23,84 %","154.591.422,12","92,81","0,53","0,63 %","-1,01 %","-0,39 %","5,44 %",4,"17,15",4.660,N/A,"1,24 % a.a","20,00 % a.a"
SHOP11,Shoppings,"31,30","341,50","0,97","6,75","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"74.796.210,46",N/A,N/A,N/A,N/A,N/A,N/A,1,"159,49",94,N/A,N/A,N/A
SHPH11,Shoppings,"975,00","58.266,24","0,96","5,00","0,51 %","1,63 %","5,80 %","9,19 %","0,54 %","0,97 %","0,77 %","7,59 %","1,90 %","2,41 %","39,23 %","615.576.907,09","1.010,88","0,96","0,52 %","13,05 %","13,64 %","19,24 %",1,"42,81",2.101,N/A,"0,20 % a.a",N/A
SHPP11,Shoppings,"10,50","200,09","1,03","0,06","0,54 %","2,52 %","2,52 %","2,52 %","1,26 %","1,26 %","1,26 %","2,52 %","0,00 %","0,00 %",N/A,"446.576.480,97",N/A,N/A,N/A,N/A,N/A,N/A,0,"36,38",120,N/A,N/A,N/A
SHSO11,Indefinido,N/A,N/A,N/A,"0,42","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,8.102,N/A,N/A,N/A
SIGR11,Indefinido,"99,90","100,00","10,58","1,30","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,32 %","0,00 %","0,00 %",N/A,"189.237.471,78",N/A,N/A,N/A,N/A,N/A,N/A,14,"1,55",9.280,N/A,N/A,N/A
SJAU11,Imóveis Industriais e Logísticos,"7,98","2.782,00","5,58","20,13","231,65 %","231,65 %","848,21 %","848,21 %","115,83 %","424,11 %","424,11 %","848,21 %","58,29 %","424,96 %","424,96 %","11.368.378,50",N/A,N/A,N/A,N/A,N/A,N/A,14,"4.266,02",360,N/A,N/A,N/A
SMRE11,Incorporações,"80,00","335.096,76","0,79","1,02","1,28 %","3,86 %","7,56 %","14,63 %","1,29 %","1,26 %","1,22 %","11,16 %","1,54 %","2,84 %","-0,75 %","106.189.776,31",N/A,N/A,N/A,N/A,N/A,N/A,14,"48,41",1.401,"0,78 % a.a","0,22 % a.a",N/A
SNAG11,Papéis,"9,51","1.896.326,67","0,92","0,12","1,26 %","3,56 %","7,11 %","14,34 %","1,19 %","1,19 %","1,20 %","10,94 %","-0,31 %","0,94 %","20,70 %","626.552.265,15","10,32","0,92","1,07 %","-89,81 %","-89,70 %","-89,36 %",0,"14,04",114.380,"8,00 % a.a","0,07 % a.a",N/A
SNCI11,Papéis,"83,60","612.427,38","0,85","1,00","1,18 %","3,48 %","6,93 %","14,52 %","1,16 %","1,16 %","1,21 %","10,68 %","-1,29 %","-0,13 %","26,68 %","411.513.897,01","97,98","0,85","1,02 %","0,60 %","1,62 %","11,67 %",14,"18,42",37.067,"0,70 % a.a","0,15 % a.a",N/A
SNEL11,Fundo de Desenvolvimento,"8,53","1.610.440,71","1,05","0,10","1,16 %","3,54 %","7,19 %","14,67 %","1,18 %","1,20 %","1,22 %","10,88 %","2,26 %","3,45 %","19,19 %","319.081.982,04",N/A,N/A,N/A,N/A,N/A,N/A,14,"12,80",41.446,"1,08 % a.a","0,12 % a.a","20,00 % a.a"
SNFF11,Fundo de Fundos,"72,07","587.175,43","0,88","0,72","1,01 %","3,05 %","6,15 %","12,22 %","1,02 %","1,03 %","1,02 %","9,32 %","3,02 %","4,06 %","8,75 %","329.098.028,54","81,85","0,88","0,88 %","-7,52 %","-6,71 %","-5,15 %",14,"15,11",27.589,N/A,"0,73 % a.a","10,00 % a.a"
SNFZ11,Misto,"9,65","63.872,95","0,96","0,10","1,03 %","3,09 %","5,15 %","8,85 %","1,03 %","0,86 %","0,74 %","7,08 %","0,62 %","1,66 %","12,86 %","62.625.277,48","10,10","0,96","0,99 %","0,00 %","0,00 %","0,00 %",0,"18,02",4.160,"0,87 % a.a","0,13 % a.a","20,00 % a.a"
SNID11,Indefinido,"10,15","109.721,95",N/A,"0,12","1,17 %","3,54 %","7,16 %","14,16 %","1,18 %","1,19 %","1,18 %","10,76 %","0,69 %","1,86 %","34,91 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"19,08",0,"0,85 % a.a","0,10 % a.a",N/A
SNLG11,Imóveis Industriais e Logísticos,"2,88","267.408,05","7,02","0,84","8.400,00 %","0,00 %","8.400,00 %","8.834,54 %","0,00 %","1.400,00 %","736,21 %","8.496,77 %","-96,77 %","174,19 %","457,52 %","1.033.450,75",N/A,N/A,N/A,N/A,N/A,N/A,6,"2.214,27",14.012,N/A,"1,00 % a.a",N/A
SNME11,Indefinido,"9,53","30.984,62","1,03","0,11","1,15 %","3,49 %","7,05 %","14,44 %","1,16 %","1,18 %","1,20 %","10,99 %","1,16 %","2,32 %","20,74 %","68.717.923,77",N/A,N/A,N/A,N/A,N/A,N/A,2,"20,50",3.984,"0,79 % a.a","0,20 % a.a","20,00 % a.a"
SOLR11,Imóveis Comerciais - Outros,"1.051,35","4.931.882,00","1,13","4,77","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"61.041.579,69",N/A,N/A,N/A,N/A,N/A,N/A,1,"121,75",1,N/A,N/A,N/A
SPDE11,Indefinido,"1.266,67","2.533,30","0,96","6,00","0,00 %","0,00 %","0,84 %","13,45 %","0,00 %","0,84 %","1,22 %","5,91 %","0,00 %","0,00 %",N/A,"120.983.880,36",N/A,N/A,N/A,N/A,N/A,N/A,14,"49,80",120,N/A,N/A,N/A
SPMO11,Indefinido,"144,00","335.334,00","1,07","0,43","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"243.991.134,46",N/A,N/A,N/A,N/A,N/A,N/A,14,"25,50",14,N/A,N/A,N/A
SPTW11,Lajes Corporativas,"35,00","56.540,00","0,60","0,42","1,22 %","3,74 %","7,54 %","15,52 %","1,25 %","1,26 %","1,29 %","11,78 %","0,44 %","1,66 %","21,16 %","105.096.958,65","58,45","0,60","0,72 %","4,86 %","5,62 %","21,27 %",1,"24,24",18.702,N/A,"0,25 % a.a",N/A
SPVJ11,Shoppings,N/A,N/A,N/A,"0,13","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"148.949.732,30","23,60",N/A,"0,63 %","-79,70 %","-79,57 %","-76,26 %",14,N/A,24,N/A,"0,20 % a.a",N/A
SPXS11,Indefinido,"8,59","211.803,62","0,90","0,11","1,24 %","3,71 %","7,30 %","14,97 %","1,24 %","1,22 %","1,25 %","11,18 %","3,26 %","4,54 %","24,90 %","191.235.316,28",N/A,N/A,N/A,N/A,N/A,N/A,14,"21,10",19.488,N/A,"0,80 % a.a","20,00 % a.a"
SRVD11,Indefinido,"3,00","233,91","17,65","0,20","2,29 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","3,30 %","-9,79 %","-7,73 %","-7,73 %","15.997.050,50","1,19","2,53","16,87 %","-0,11 %","16,74 %","25,64 %",14,"375,98",106,N/A,N/A,N/A
STRX11,Fundo de Desenvolvimento,"151,77","153,00","1,07","0,90","0,00 %","0,00 %","1,09 %","4,19 %","0,00 %","0,18 %","0,35 %","2,76 %","0,00 %","0,00 %",N/A,"229.062.238,46","141,96","1,07","0,63 %","-4,29 %","-3,69 %","7,99 %",3,"5,85",111,N/A,N/A,N/A
TCPF11,Misto,"39,53",N/A,"0,40","1,31","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"29.748.832,06",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,52,N/A,N/A,N/A
TELM11,Indefinido,"10,08","209.984,57","1,04","0,10","0,00 %","0,00 %","3,11 %","6,60 %","0,00 %","0,52 %","0,73 %","5,90 %","0,00 %","0,00 %",N/A,"20.891.845,56",N/A,N/A,N/A,N/A,N/A,N/A,14,"58,98",114,N/A,N/A,N/A
TEPP11,Lajes Corporativas,"82,00","546.484,00","0,84","0,74","0,93 %","3,38 %","6,87 %","13,37 %","1,13 %","1,15 %","1,11 %","10,34 %","-2,10 %","-1,19 %","17,93 %","409.444.515,06","96,98","0,85","0,94 %","1,32 %","2,27 %","14,14 %",4,"15,41",29.774,"0,90 % a.a","0,13 % a.a",N/A
TGAR11,Fundo de Desenvolvimento,"87,37","3.625.131,90","0,80","1,00","1,19 %","3,53 %","6,99 %","14,75 %","1,18 %","1,17 %","1,23 %","11,02 %","3,84 %","5,08 %","6,81 %","2.584.732.129,65","109,67","0,80","0,91 %","-14,17 %","-13,39 %","-3,43 %",9,"23,64",153.876,"1,28 % a.a","0,22 % a.a","30,00 % a.a"
TJKB11,Indefinido,"248,00","42.160,33","0,95","2,90","1,17 %","3,52 %","7,22 %","14,39 %","1,17 %","1,20 %","1,20 %","8,56 %","0,88 %","2,06 %","-0,16 %","305.417.278,09",N/A,N/A,N/A,N/A,N/A,N/A,10,"68,66",369,N/A,"0,60 % a.a",N/A
TMPS11,Fundo de Fundos,"79,90","305.766,52","0,86","0,85","1,06 %","3,16 %","6,32 %","15,70 %","1,05 %","1,05 %","1,31 %","10,85 %","1,21 %","2,28 %","21,14 %","90.741.354,56",N/A,N/A,N/A,N/A,N/A,N/A,14,"18,49",1.931,N/A,"0,90 % a.a","20,00 % a.a"
TOPP11,Imóveis Comerciais - Outros,"68,13","709.385,52","0,64","0,84","1,21 %","3,65 %","7,29 %","13,41 %","1,22 %","1,22 %","1,22 %","11,13 %","1,30 %","2,53 %","24,02 %","485.119.903,34",N/A,N/A,N/A,N/A,N/A,N/A,2,"29,12",4.705,N/A,N/A,N/A
TORD11,Misto,"3,13","25.078,19","0,54","0,01","0,32 %","2,03 %","3,13 %","3,72 %","0,68 %","0,52 %","0,31 %","3,72 %","-7,37 %","-7,08 %","-89,75 %","204.056.173,00","13,94","0,22","0,36 %","8,23 %","8,62 %","12,48 %",1,"32,63",49.488,N/A,"1,50 % a.a","20,00 % a.a"
TRBL11,Imóveis Industriais e Logísticos,"63,35","1.020.854,33","0,74","0,60","0,96 %","3,03 %","5,83 %","11,84 %","1,01 %","0,97 %","0,99 %","8,92 %","17,25 %","18,37 %","4,81 %","666.756.474,86",N/A,N/A,N/A,N/A,N/A,N/A,5,"34,22",48.833,N/A,"0,84 % a.a",N/A
TRNT11,Lajes Corporativas,"95,03","21.608,84","0,53","0,07","0,06 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,71 %","0,00 %","0,00 %",N/A,"700.767.001,55","197,64","0,48","0,04 %","0,38 %","0,42 %","-0,87 %",1,"41,52",528,N/A,"0,75 % a.a",N/A
TRXB11,Fundo de Desenvolvimento,"165,29","10.775.033,19","1,59","2,60","1,73 %","4,13 %","6,72 %","20,15 %","1,38 %","1,12 %","1,68 %","14,05 %","6,57 %","8,42 %","48,96 %","389.512.085,89",N/A,N/A,N/A,N/A,N/A,N/A,13,"79,90",452,N/A,N/A,N/A
TRXF11,Imóveis Comerciais - Outros,"97,18","10.374.958,24","0,96","0,93","0,95 %","3,40 %","6,26 %","13,96 %","1,13 %","1,04 %","1,16 %","10,91 %","-1,26 %","-0,32 %","17,83 %","3.286.127.053,93","101,13","0,96","0,92 %","-4,10 %","-3,21 %","12,31 %",48,"12,35",194.366,"1,00 % a.a",N/A,"20,00 % a.a"
